,pais,ano,quant_kg,valor_us$,tipo
1253,Bolívia,2018,21566,57424,Vinhos de mesa
1254,Bósnia-Herzegovina,2018,0,0,Vinhos de mesa
1255,Brasil,2018,0,0,Vinhos de mesa
1256,Bulgária,2018,0,0,Vinhos de mesa
1257,Cabo Verde,2018,18,48,Vinhos de mesa
1258,Camarões,2018,0,0,Vinhos de mesa
1259,Canadá,2018,5308,20414,Vinhos de mesa
1260,Catar,2018,0,0,Vinhos de mesa
1261,"Cayman, Ilhas",2018,19,203,Vinhos de mesa
1262,Chile,2018,11049,42832,Vinhos de mesa
1263,China,2018,30835,126336,Vinhos de mesa
1264,Chipre,2018,279,480,Vinhos de mesa
1265,Cingapura,2018,3298,11616,Vinhos de mesa
1266,"Cocos (Keeling), Ilhas",2018,0,0,Vinhos de mesa
1267,Colômbia,2018,6944,26273,Vinhos de mesa
1268,Comores,2018,0,0,Vinhos de mesa
1269,Congo,2018,0,0,Vinhos de mesa
1270,"Coreia, Republica Sul",2018,120,109,Vinhos de mesa
1271,Costa do Marfim,2018,0,0,Vinhos de mesa
1272,Costa Rica,2018,0,0,Vinhos de mesa
1273,Croácia,2018,0,0,Vinhos de mesa
1274,Cuba,2018,4776,5584,Vinhos de mesa
1275,Curaçao,2018,23930,43676,Vinhos de mesa
1276,Dinamarca,2018,0,0,Vinhos de mesa
1277,Dominica,2018,0,0,Vinhos de mesa
1278,El Salvador,2018,0,0,Vinhos de mesa
1279,Emirados Arabes Unidos,2018,360,1762,Vinhos de mesa
1280,Equador,2018,0,0,Vinhos de mesa
1281,"Eslovaca, Republica",2018,0,0,Vinhos de mesa
1282,Espanha,2018,6123,22631,Vinhos de mesa
1283,Estados Unidos,2018,169109,512519,Vinhos de mesa
1284,Estônia,2018,0,0,Vinhos de mesa
1285,Filipinas,2018,9608,16205,Vinhos de mesa
1286,Finlândia,2018,0,0,Vinhos de mesa
1287,França,2018,11077,48677,Vinhos de mesa
1288,Gana,2018,9000,13502,Vinhos de mesa
1289,Gibraltar,2018,0,0,Vinhos de mesa
1290,Granada,2018,0,0,Vinhos de mesa
1291,Grécia,2018,232,730,Vinhos de mesa
1292,Guatemala,2018,0,0,Vinhos de mesa
1293,Guiana,2018,0,0,Vinhos de mesa
1294,Guiana Francesa,2018,0,0,Vinhos de mesa
1295,Guine Bissau,2018,0,0,Vinhos de mesa
1296,Guine Equatorial,2018,8389,26808,Vinhos de mesa
1297,Haiti,2018,79500,144425,Vinhos de mesa
1298,Honduras,2018,0,0,Vinhos de mesa
1299,Hong Kong,2018,1742,9029,Vinhos de mesa
1300,Hungria,2018,0,0,Vinhos de mesa
1301,Ilha de Man,2018,0,0,Vinhos de mesa
1302,Ilhas Virgens,2018,0,0,Vinhos de mesa
1303,India,2018,0,0,Vinhos de mesa
1304,Indonésia,2018,0,0,Vinhos de mesa
1305,Irã,2018,0,0,Vinhos de mesa
1306,Iraque,2018,0,0,Vinhos de mesa
1307,Irlanda,2018,7560,25767,Vinhos de mesa
1308,Itália,2018,3661,13260,Vinhos de mesa
1309,Jamaica,2018,0,0,Vinhos de mesa
1310,Japão,2018,36992,112342,Vinhos de mesa
1311,Jordânia,2018,0,0,Vinhos de mesa
1312,Letônia,2018,0,0,Vinhos de mesa
1313,Líbano,2018,0,0,Vinhos de mesa
1314,Libéria,2018,658,3100,Vinhos de mesa
1315,Luxemburgo,2018,1778,11053,Vinhos de mesa
1316,Macau,2018,0,0,Vinhos de mesa
1317,Malásia,2018,15,33,Vinhos de mesa
1318,Malavi,2018,0,0,Vinhos de mesa
1319,Malta,2018,503,1192,Vinhos de mesa
1320,"Marshall, Ilhas",2018,923,2436,Vinhos de mesa
1321,Martinica,2018,0,0,Vinhos de mesa
1322,Mauritânia,2018,0,0,Vinhos de mesa
1323,México,2018,2748,9744,Vinhos de mesa
1324,Moçambique,2018,0,0,Vinhos de mesa
1325,Montenegro,2018,0,0,Vinhos de mesa
1326,Namíbia,2018,0,0,Vinhos de mesa
1327,Nicarágua,2018,0,0,Vinhos de mesa
1328,Nigéria,2018,5175,6250,Vinhos de mesa
1329,Noruega,2018,1295,9847,Vinhos de mesa
1330,Nova Caledônia,2018,0,0,Vinhos de mesa
1331,Nova Zelândia,2018,969,5565,Vinhos de mesa
1332,Omã,2018,0,0,Vinhos de mesa
1333,Países Baixos,2018,9451,32395,Vinhos de mesa
1334,Palau,2018,0,0,Vinhos de mesa
1335,Panamá,2018,1183,3117,Vinhos de mesa
1336,Paraguai,2018,3234168,5494321,Vinhos de mesa
1337,Peru,2018,5193,19372,Vinhos de mesa
1338,Pitcairn,2018,0,0,Vinhos de mesa
1339,Polônia,2018,720,4679,Vinhos de mesa
1340,Porto Rico,2018,0,0,Vinhos de mesa
1341,Portugal,2018,0,0,Vinhos de mesa
1342,Quênia,2018,6771,31225,Vinhos de mesa
1343,Reino Unido,2018,67708,296827,Vinhos de mesa
1344,República Dominicana,2018,0,0,Vinhos de mesa
1345,Rússia,2018,0,0,Vinhos de mesa
1346,São Cristóvão e Névis,2018,0,0,Vinhos de mesa
1347,São Tomé e Príncipe,2018,2184,2357,Vinhos de mesa
1348,São Vicente e Granadinas,2018,0,0,Vinhos de mesa
1349,Senegal,2018,0,0,Vinhos de mesa
1350,Serra Leoa,2018,0,0,Vinhos de mesa
1351,Singapura,2018,0,0,Vinhos de mesa
1352,Suazilândia,2018,0,0,Vinhos de mesa
1353,Suécia,2018,8062,34563,Vinhos de mesa
1354,Suíça,2018,0,0,Vinhos de mesa
1355,Suriname,2018,0,0,Vinhos de mesa
1356,Tailândia,2018,8,45,Vinhos de mesa
1357,Taiwan (Formosa),2018,7589,18421,Vinhos de mesa
1358,Tanzânia,2018,0,0,Vinhos de mesa
1359,"Tcheca, República",2018,2712,20980,Vinhos de mesa
1360,Togo,2018,0,0,Vinhos de mesa
1361,Toquelau,2018,0,0,Vinhos de mesa
1362,Trinidade Tobago,2018,0,0,Vinhos de mesa
1363,Tunísia,2018,0,0,Vinhos de mesa
1364,Turquia,2018,360,150,Vinhos de mesa
1365,Tuvalu,2018,0,0,Vinhos de mesa
1366,Uruguai,2018,7711,29617,Vinhos de mesa
1367,Vanuatu,2018,0,0,Vinhos de mesa
1368,Venezuela,2018,71,355,Vinhos de mesa
1369,Vietnã,2018,0,0,Vinhos de mesa
1370,Afeganistão,2019,0,0,Vinhos de mesa
1371,África do Sul,2019,26,95,Vinhos de mesa
1372,"Alemanha, República Democrática",2019,3660,25467,Vinhos de mesa
1373,Angola,2019,345,1065,Vinhos de mesa
1374,Anguilla,2019,0,0,Vinhos de mesa
1375,Antígua e Barbuda,2019,219,1549,Vinhos de mesa
1376,Antilhas Holandesas,2019,0,0,Vinhos de mesa
1377,Arábia Saudita,2019,0,0,Vinhos de mesa
1378,Argentina,2019,0,0,Vinhos de mesa
1379,Aruba,2019,0,0,Vinhos de mesa
1380,Austrália,2019,1161,4682,Vinhos de mesa
1381,Áustria,2019,0,0,Vinhos de mesa
1382,Bahamas,2019,791,3124,Vinhos de mesa
1383,Bangladesh,2019,0,0,Vinhos de mesa
1384,Barbados,2019,36,394,Vinhos de mesa
1385,Barein,2019,482,2144,Vinhos de mesa
1386,Bélgica,2019,2498,12548,Vinhos de mesa
1387,Belice,2019,9,29,Vinhos de mesa
1388,Benin,2019,9,9,Vinhos de mesa
1389,Bermudas,2019,0,0,Vinhos de mesa
1390,Bolívia,2019,0,0,Vinhos de mesa
1391,Bósnia-Herzegovina,2019,0,0,Vinhos de mesa
1392,Brasil,2019,0,0,Vinhos de mesa
1393,Bulgária,2019,0,0,Vinhos de mesa
1394,Cabo Verde,2019,0,0,Vinhos de mesa
1395,Camarões,2019,0,0,Vinhos de mesa
1396,Canadá,2019,1589,6933,Vinhos de mesa
1397,Catar,2019,0,0,Vinhos de mesa
1398,"Cayman, Ilhas",2019,19,106,Vinhos de mesa
1399,Chile,2019,0,0,Vinhos de mesa
1400,China,2019,129852,376828,Vinhos de mesa
1401,Chipre,2019,672,1843,Vinhos de mesa
1402,Cingapura,2019,5044,19099,Vinhos de mesa
1403,"Cocos (Keeling), Ilhas",2019,0,0,Vinhos de mesa
1404,Colômbia,2019,897,1999,Vinhos de mesa
1405,Comores,2019,0,0,Vinhos de mesa
1406,Congo,2019,0,0,Vinhos de mesa
1407,"Coreia, Republica Sul",2019,70,194,Vinhos de mesa
1408,Costa do Marfim,2019,0,0,Vinhos de mesa
1409,Costa Rica,2019,0,0,Vinhos de mesa
1410,Croácia,2019,0,0,Vinhos de mesa
1411,Cuba,2019,0,0,Vinhos de mesa
1412,Curaçao,2019,33951,62067,Vinhos de mesa
1413,Dinamarca,2019,240,306,Vinhos de mesa
1414,Dominica,2019,0,0,Vinhos de mesa
1415,El Salvador,2019,0,0,Vinhos de mesa
1416,Emirados Arabes Unidos,2019,450,2202,Vinhos de mesa
1417,Equador,2019,2,3,Vinhos de mesa
1418,"Eslovaca, Republica",2019,0,0,Vinhos de mesa
1419,Espanha,2019,3540,1353,Vinhos de mesa
1420,Estados Unidos,2019,209765,616274,Vinhos de mesa
1421,Estônia,2019,0,0,Vinhos de mesa
1422,Filipinas,2019,736,2486,Vinhos de mesa
1423,Finlândia,2019,0,0,Vinhos de mesa
1424,França,2019,18286,67072,Vinhos de mesa
1425,Gana,2019,7673,10010,Vinhos de mesa
1426,Gibraltar,2019,23,93,Vinhos de mesa
1427,Granada,2019,0,0,Vinhos de mesa
1428,Grécia,2019,561,1994,Vinhos de mesa
1429,Guatemala,2019,1597,8719,Vinhos de mesa
1430,Guiana,2019,424,1311,Vinhos de mesa
1431,Guiana Francesa,2019,0,0,Vinhos de mesa
1432,Guine Bissau,2019,0,0,Vinhos de mesa
1433,Guine Equatorial,2019,0,0,Vinhos de mesa
1434,Haiti,2019,81873,129803,Vinhos de mesa
1435,Honduras,2019,0,0,Vinhos de mesa
1436,Hong Kong,2019,9651,42020,Vinhos de mesa
1437,Hungria,2019,0,0,Vinhos de mesa
1438,Ilha de Man,2019,28,175,Vinhos de mesa
1439,Ilhas Virgens,2019,0,0,Vinhos de mesa
1440,India,2019,51,273,Vinhos de mesa
1441,Indonésia,2019,0,0,Vinhos de mesa
1442,Irã,2019,0,0,Vinhos de mesa
1443,Iraque,2019,0,0,Vinhos de mesa
1444,Irlanda,2019,0,0,Vinhos de mesa
1445,Itália,2019,587,1625,Vinhos de mesa
1446,Jamaica,2019,0,0,Vinhos de mesa
1447,Japão,2019,40621,99642,Vinhos de mesa
1448,Jordânia,2019,0,0,Vinhos de mesa
1449,Letônia,2019,0,0,Vinhos de mesa
1450,Líbano,2019,0,0,Vinhos de mesa
1451,Libéria,2019,4441,20068,Vinhos de mesa
1452,Luxemburgo,2019,1666,11211,Vinhos de mesa
1453,Macau,2019,0,0,Vinhos de mesa
1454,Malásia,2019,48,110,Vinhos de mesa
1455,Malavi,2019,0,0,Vinhos de mesa
1456,Malta,2019,3661,8828,Vinhos de mesa
1457,"Marshall, Ilhas",2019,7276,15786,Vinhos de mesa
1458,Martinica,2019,0,0,Vinhos de mesa
1459,Mauritânia,2019,0,0,Vinhos de mesa
1460,México,2019,4,4,Vinhos de mesa
1461,Moçambique,2019,0,0,Vinhos de mesa
1462,Montenegro,2019,9,46,Vinhos de mesa
1463,Namíbia,2019,0,0,Vinhos de mesa
1464,Nicarágua,2019,0,0,Vinhos de mesa
1465,Nigéria,2019,28437,38555,Vinhos de mesa
1466,Noruega,2019,628,3139,Vinhos de mesa
1467,Nova Caledônia,2019,0,0,Vinhos de mesa
1468,Nova Zelândia,2019,500,2832,Vinhos de mesa
1469,Omã,2019,0,0,Vinhos de mesa
1470,Países Baixos,2019,44882,148031,Vinhos de mesa
1471,Palau,2019,0,0,Vinhos de mesa
1472,Panamá,2019,7918,29017,Vinhos de mesa
1473,Paraguai,2019,2419537,3826587,Vinhos de mesa
1474,Peru,2019,9755,17310,Vinhos de mesa
1475,Pitcairn,2019,0,0,Vinhos de mesa
1476,Polônia,2019,5,11,Vinhos de mesa
1477,Porto Rico,2019,0,0,Vinhos de mesa
1478,Portugal,2019,18328,72413,Vinhos de mesa
1479,Quênia,2019,0,0,Vinhos de mesa
1480,Reino Unido,2019,34295,164592,Vinhos de mesa
1481,República Dominicana,2019,0,0,Vinhos de mesa
1482,Rússia,2019,0,0,Vinhos de mesa
1483,São Cristóvão e Névis,2019,0,0,Vinhos de mesa
1484,São Tomé e Príncipe,2019,0,0,Vinhos de mesa
1485,São Vicente e Granadinas,2019,0,0,Vinhos de mesa
1486,Senegal,2019,0,0,Vinhos de mesa
1487,Serra Leoa,2019,18,717,Vinhos de mesa
1488,Singapura,2019,0,0,Vinhos de mesa
1489,Suazilândia,2019,0,0,Vinhos de mesa
1490,Suécia,2019,28,761,Vinhos de mesa
1491,Suíça,2019,2223,28503,Vinhos de mesa
1492,Suriname,2019,3206,4741,Vinhos de mesa
1493,Tailândia,2019,128,832,Vinhos de mesa
1494,Taiwan (Formosa),2019,12,67,Vinhos de mesa
1495,Tanzânia,2019,0,0,Vinhos de mesa
1496,"Tcheca, República",2019,2115,16391,Vinhos de mesa
1497,Togo,2019,0,0,Vinhos de mesa
1498,Toquelau,2019,0,0,Vinhos de mesa
1499,Trinidade Tobago,2019,0,0,Vinhos de mesa
1500,Tunísia,2019,0,0,Vinhos de mesa
1501,Turquia,2019,115,209,Vinhos de mesa
1502,Tuvalu,2019,0,0,Vinhos de mesa
1503,Uruguai,2019,6180,18497,Vinhos de mesa
1504,Vanuatu,2019,0,0,Vinhos de mesa
1505,Venezuela,2019,0,0,Vinhos de mesa
1506,Vietnã,2019,20,32,Vinhos de mesa
1507,Afeganistão,2020,0,0,Vinhos de mesa
1508,África do Sul,2020,4,21,Vinhos de mesa
1509,"Alemanha, República Democrática",2020,6261,32605,Vinhos de mesa
1510,Angola,2020,0,0,Vinhos de mesa
1511,Anguilla,2020,0,0,Vinhos de mesa
1512,Antígua e Barbuda,2020,624,1864,Vinhos de mesa
1513,Antilhas Holandesas,2020,0,0,Vinhos de mesa
1514,Arábia Saudita,2020,0,0,Vinhos de mesa
1515,Argentina,2020,1015,4176,Vinhos de mesa
1516,Aruba,2020,0,0,Vinhos de mesa
1517,Austrália,2020,1013,3413,Vinhos de mesa
1518,Áustria,2020,0,0,Vinhos de mesa
1519,Bahamas,2020,1212,3703,Vinhos de mesa
1520,Bangladesh,2020,3,29,Vinhos de mesa
1521,Barbados,2020,143,169,Vinhos de mesa
1522,Barein,2020,8,28,Vinhos de mesa
1523,Bélgica,2020,3166,20460,Vinhos de mesa
1524,Belice,2020,0,0,Vinhos de mesa
1525,Benin,2020,0,0,Vinhos de mesa
1526,Bermudas,2020,0,0,Vinhos de mesa
1527,Bolívia,2020,9900,16025,Vinhos de mesa
1528,Bósnia-Herzegovina,2020,45,52,Vinhos de mesa
1529,Brasil,2020,0,0,Vinhos de mesa
1530,Bulgária,2020,0,0,Vinhos de mesa
1531,Cabo Verde,2020,0,0,Vinhos de mesa
1532,Camarões,2020,0,178,Vinhos de mesa
1533,Canadá,2020,1672,8431,Vinhos de mesa
1534,Catar,2020,0,0,Vinhos de mesa
1535,"Cayman, Ilhas",2020,123,339,Vinhos de mesa
1536,Chile,2020,11,13,Vinhos de mesa
1537,China,2020,122253,363000,Vinhos de mesa
1538,Chipre,2020,2478,6785,Vinhos de mesa
1539,Cingapura,2020,4049,9316,Vinhos de mesa
1540,"Cocos (Keeling), Ilhas",2020,0,0,Vinhos de mesa
1541,Colômbia,2020,15660,23780,Vinhos de mesa
1542,Comores,2020,9,25,Vinhos de mesa
1543,Congo,2020,0,0,Vinhos de mesa
1544,"Coreia, Republica Sul",2020,103,433,Vinhos de mesa
1545,Costa do Marfim,2020,0,0,Vinhos de mesa
1546,Costa Rica,2020,0,0,Vinhos de mesa
1547,Croácia,2020,21,123,Vinhos de mesa
1548,Cuba,2020,0,0,Vinhos de mesa
1549,Curaçao,2020,47962,65986,Vinhos de mesa
1550,Dinamarca,2020,659,1962,Vinhos de mesa
1551,Dominica,2020,0,0,Vinhos de mesa
1552,El Salvador,2020,0,0,Vinhos de mesa
1553,Emirados Arabes Unidos,2020,581,2279,Vinhos de mesa
1554,Equador,2020,3780,3824,Vinhos de mesa
1555,"Eslovaca, Republica",2020,0,0,Vinhos de mesa
1556,Espanha,2020,28,126,Vinhos de mesa
1557,Estados Unidos,2020,300178,610793,Vinhos de mesa
1558,Estônia,2020,0,0,Vinhos de mesa
1559,Filipinas,2020,719,1548,Vinhos de mesa
1560,Finlândia,2020,0,0,Vinhos de mesa
1561,França,2020,12622,57144,Vinhos de mesa
1562,Gana,2020,18810,22027,Vinhos de mesa
1563,Gibraltar,2020,769,2860,Vinhos de mesa
1564,Granada,2020,0,0,Vinhos de mesa
1565,Grécia,2020,6859,18092,Vinhos de mesa
1566,Guatemala,2020,0,0,Vinhos de mesa
1567,Guiana,2020,990,2577,Vinhos de mesa
1568,Guiana Francesa,2020,0,0,Vinhos de mesa
1569,Guine Bissau,2020,0,0,Vinhos de mesa
1570,Guine Equatorial,2020,0,0,Vinhos de mesa
1571,Haiti,2020,399128,471152,Vinhos de mesa
1572,Honduras,2020,0,0,Vinhos de mesa
1573,Hong Kong,2020,15159,41987,Vinhos de mesa
1574,Hungria,2020,0,0,Vinhos de mesa
1575,Ilha de Man,2020,11,121,Vinhos de mesa
1576,Ilhas Virgens,2020,0,0,Vinhos de mesa
1577,India,2020,7,10,Vinhos de mesa
1578,Indonésia,2020,5,6,Vinhos de mesa
1579,Irã,2020,21,35,Vinhos de mesa
1580,Iraque,2020,0,0,Vinhos de mesa
1581,Irlanda,2020,29,257,Vinhos de mesa
1582,Itália,2020,91,376,Vinhos de mesa
1583,Jamaica,2020,0,0,Vinhos de mesa
1584,Japão,2020,36442,92674,Vinhos de mesa
1585,Jordânia,2020,12,52,Vinhos de mesa
1586,Letônia,2020,0,0,Vinhos de mesa
1587,Líbano,2020,0,0,Vinhos de mesa
1588,Libéria,2020,5155,17624,Vinhos de mesa
1589,Luxemburgo,2020,1086,5110,Vinhos de mesa
1590,Macau,2020,0,0,Vinhos de mesa
1591,Malásia,2020,0,0,Vinhos de mesa
1592,Malavi,2020,0,0,Vinhos de mesa
1593,Malta,2020,3490,9688,Vinhos de mesa
1594,"Marshall, Ilhas",2020,6270,19639,Vinhos de mesa
1595,Martinica,2020,0,0,Vinhos de mesa
1596,Mauritânia,2020,0,0,Vinhos de mesa
1597,México,2020,24,226,Vinhos de mesa
1598,Moçambique,2020,0,0,Vinhos de mesa
1599,Montenegro,2020,9,20,Vinhos de mesa
1600,Namíbia,2020,0,0,Vinhos de mesa
1601,Nicarágua,2020,0,0,Vinhos de mesa
1602,Nigéria,2020,12094,26514,Vinhos de mesa
1603,Noruega,2020,1859,15134,Vinhos de mesa
1604,Nova Caledônia,2020,0,0,Vinhos de mesa
1605,Nova Zelândia,2020,95,515,Vinhos de mesa
1606,Omã,2020,0,0,Vinhos de mesa
1607,Países Baixos,2020,248,1532,Vinhos de mesa
1608,Palau,2020,0,0,Vinhos de mesa
1609,Panamá,2020,10821,28372,Vinhos de mesa
1610,Paraguai,2020,3299013,3869243,Vinhos de mesa
1611,Peru,2020,0,0,Vinhos de mesa
1612,Pitcairn,2020,0,0,Vinhos de mesa
1613,Polônia,2020,74,86,Vinhos de mesa
1614,Porto Rico,2020,0,0,Vinhos de mesa
1615,Portugal,2020,7958,34518,Vinhos de mesa
1616,Quênia,2020,0,0,Vinhos de mesa
1617,Reino Unido,2020,22913,82722,Vinhos de mesa
1618,República Dominicana,2020,0,0,Vinhos de mesa
1619,Rússia,2020,1463,8550,Vinhos de mesa
1620,São Cristóvão e Névis,2020,0,0,Vinhos de mesa
1621,São Tomé e Príncipe,2020,0,0,Vinhos de mesa
1622,São Vicente e Granadinas,2020,0,0,Vinhos de mesa
1623,Senegal,2020,0,0,Vinhos de mesa
1624,Serra Leoa,2020,9240,13050,Vinhos de mesa
1625,Singapura,2020,0,0,Vinhos de mesa
1626,Suazilândia,2020,0,0,Vinhos de mesa
1627,Suécia,2020,6,24,Vinhos de mesa
1628,Suíça,2020,2827,27930,Vinhos de mesa
1629,Suriname,2020,4185,5277,Vinhos de mesa
1630,Tailândia,2020,534,1753,Vinhos de mesa
1631,Taiwan (Formosa),2020,963,4673,Vinhos de mesa
1632,Tanzânia,2020,0,0,Vinhos de mesa
1633,"Tcheca, República",2020,563,4805,Vinhos de mesa
1634,Togo,2020,0,0,Vinhos de mesa
1635,Toquelau,2020,0,0,Vinhos de mesa
1636,Trinidade Tobago,2020,0,0,Vinhos de mesa
1637,Tunísia,2020,0,0,Vinhos de mesa
1638,Turquia,2020,0,0,Vinhos de mesa
1639,Tuvalu,2020,2,4,Vinhos de mesa
1640,Uruguai,2020,0,0,Vinhos de mesa
1641,Vanuatu,2020,18,31,Vinhos de mesa
1642,Venezuela,2020,4086,9808,Vinhos de mesa
1643,Vietnã,2020,86,584,Vinhos de mesa
1644,Afeganistão,2021,11,46,Vinhos de mesa
1645,África do Sul,2021,0,0,Vinhos de mesa
1646,"Alemanha, República Democrática",2021,2698,6741,Vinhos de mesa
1647,Angola,2021,0,0,Vinhos de mesa
1648,Anguilla,2021,0,0,Vinhos de mesa
1649,Antígua e Barbuda,2021,805,2268,Vinhos de mesa
1650,Antilhas Holandesas,2021,0,0,Vinhos de mesa
1651,Arábia Saudita,2021,0,0,Vinhos de mesa
1652,Argentina,2021,6,13,Vinhos de mesa
1653,Aruba,2021,0,0,Vinhos de mesa
1654,Austrália,2021,705,4034,Vinhos de mesa
