,pais,ano,quant_kg,valor_us$,tipo
1655,Áustria,2021,0,0,Vinhos de mesa
1656,Bahamas,2021,1083,4567,Vinhos de mesa
1657,Bangladesh,2021,2,20,Vinhos de mesa
1658,Barbados,2021,216,844,Vinhos de mesa
1659,Barein,2021,302,894,Vinhos de mesa
1660,Bélgica,2021,483,3749,Vinhos de mesa
1661,Belice,2021,0,0,Vinhos de mesa
1662,Benin,2021,0,0,Vinhos de mesa
1663,Bermudas,2021,0,0,Vinhos de mesa
1664,Bolívia,2021,5850,8360,Vinhos de mesa
1665,Bósnia-Herzegovina,2021,0,0,Vinhos de mesa
1666,Brasil,2021,31,46,Vinhos de mesa
1667,Bulgária,2021,0,0,Vinhos de mesa
1668,Cabo Verde,2021,16,124,Vinhos de mesa
1669,Camarões,2021,0,0,Vinhos de mesa
1670,Canadá,2021,1172,6157,Vinhos de mesa
1671,Catar,2021,1,2,Vinhos de mesa
1672,"Cayman, Ilhas",2021,104,356,Vinhos de mesa
1673,Chile,2021,26,6,Vinhos de mesa
1674,China,2021,61884,264116,Vinhos de mesa
1675,Chipre,2021,1855,4530,Vinhos de mesa
1676,Cingapura,2021,0,0,Vinhos de mesa
1677,"Cocos (Keeling), Ilhas",2021,0,0,Vinhos de mesa
1678,Colômbia,2021,12160,21867,Vinhos de mesa
1679,Comores,2021,0,0,Vinhos de mesa
1680,Congo,2021,0,0,Vinhos de mesa
1681,"Coreia, Republica Sul",2021,67,100,Vinhos de mesa
1682,Costa do Marfim,2021,0,0,Vinhos de mesa
1683,Costa Rica,2021,0,0,Vinhos de mesa
1684,Croácia,2021,0,0,Vinhos de mesa
1685,Cuba,2021,0,0,Vinhos de mesa
1686,Curaçao,2021,32263,58993,Vinhos de mesa
1687,Dinamarca,2021,87,504,Vinhos de mesa
1688,Dominica,2021,460,634,Vinhos de mesa
1689,El Salvador,2021,0,0,Vinhos de mesa
1690,Emirados Arabes Unidos,2021,810,10522,Vinhos de mesa
1691,Equador,2021,0,0,Vinhos de mesa
1692,"Eslovaca, Republica",2021,0,0,Vinhos de mesa
1693,Espanha,2021,0,0,Vinhos de mesa
1694,Estados Unidos,2021,111085,203554,Vinhos de mesa
1695,Estônia,2021,0,0,Vinhos de mesa
1696,Filipinas,2021,2784,10368,Vinhos de mesa
1697,Finlândia,2021,0,0,Vinhos de mesa
1698,França,2021,7052,23742,Vinhos de mesa
1699,Gana,2021,12578,19196,Vinhos de mesa
1700,Gibraltar,2021,0,0,Vinhos de mesa
1701,Granada,2021,0,0,Vinhos de mesa
1702,Grécia,2021,908,3014,Vinhos de mesa
1703,Guatemala,2021,17347,29100,Vinhos de mesa
1704,Guiana,2021,2372,6525,Vinhos de mesa
1705,Guiana Francesa,2021,90,32,Vinhos de mesa
1706,Guine Bissau,2021,0,0,Vinhos de mesa
1707,Guine Equatorial,2021,0,0,Vinhos de mesa
1708,Haiti,2021,670379,831181,Vinhos de mesa
1709,Honduras,2021,0,0,Vinhos de mesa
1710,Hong Kong,2021,12507,39390,Vinhos de mesa
1711,Hungria,2021,87,583,Vinhos de mesa
1712,Ilha de Man,2021,97,445,Vinhos de mesa
1713,Ilhas Virgens,2021,0,0,Vinhos de mesa
1714,India,2021,13,86,Vinhos de mesa
1715,Indonésia,2021,0,0,Vinhos de mesa
1716,Irã,2021,116,287,Vinhos de mesa
1717,Iraque,2021,0,0,Vinhos de mesa
1718,Irlanda,2021,36,208,Vinhos de mesa
1719,Itália,2021,696,3715,Vinhos de mesa
1720,Jamaica,2021,0,0,Vinhos de mesa
1721,Japão,2021,39491,90275,Vinhos de mesa
1722,Jordânia,2021,0,0,Vinhos de mesa
1723,Letônia,2021,0,0,Vinhos de mesa
1724,Líbano,2021,0,0,Vinhos de mesa
1725,Libéria,2021,7554,23060,Vinhos de mesa
1726,Luxemburgo,2021,0,0,Vinhos de mesa
1727,Macau,2021,0,0,Vinhos de mesa
1728,Malásia,2021,0,0,Vinhos de mesa
1729,Malavi,2021,0,0,Vinhos de mesa
1730,Malta,2021,3441,15454,Vinhos de mesa
1731,"Marshall, Ilhas",2021,8644,22561,Vinhos de mesa
1732,Martinica,2021,0,0,Vinhos de mesa
1733,Mauritânia,2021,9,85,Vinhos de mesa
1734,México,2021,9,2,Vinhos de mesa
1735,Moçambique,2021,0,0,Vinhos de mesa
1736,Montenegro,2021,14,65,Vinhos de mesa
1737,Namíbia,2021,0,0,Vinhos de mesa
1738,Nicarágua,2021,0,0,Vinhos de mesa
1739,Nigéria,2021,68247,113172,Vinhos de mesa
1740,Noruega,2021,1878,8320,Vinhos de mesa
1741,Nova Caledônia,2021,7227,11924,Vinhos de mesa
1742,Nova Zelândia,2021,657,10477,Vinhos de mesa
1743,Omã,2021,0,0,Vinhos de mesa
1744,Países Baixos,2021,3791,8484,Vinhos de mesa
1745,Palau,2021,0,0,Vinhos de mesa
1746,Panamá,2021,29520,48444,Vinhos de mesa
1747,Paraguai,2021,6522527,7192362,Vinhos de mesa
1748,Peru,2021,9720,17107,Vinhos de mesa
1749,Pitcairn,2021,0,0,Vinhos de mesa
1750,Polônia,2021,4,14,Vinhos de mesa
1751,Porto Rico,2021,0,0,Vinhos de mesa
1752,Portugal,2021,6358,42633,Vinhos de mesa
1753,Quênia,2021,0,0,Vinhos de mesa
1754,Reino Unido,2021,25316,122394,Vinhos de mesa
1755,República Dominicana,2021,0,0,Vinhos de mesa
1756,Rússia,2021,181931,312926,Vinhos de mesa
1757,São Cristóvão e Névis,2021,0,0,Vinhos de mesa
1758,São Tomé e Príncipe,2021,0,0,Vinhos de mesa
1759,São Vicente e Granadinas,2021,8,48,Vinhos de mesa
1760,Senegal,2021,0,0,Vinhos de mesa
1761,Serra Leoa,2021,6525,12955,Vinhos de mesa
1762,Singapura,2021,4504,14346,Vinhos de mesa
1763,Suazilândia,2021,10,24,Vinhos de mesa
1764,Suécia,2021,23,74,Vinhos de mesa
1765,Suíça,2021,627,6999,Vinhos de mesa
1766,Suriname,2021,900,1472,Vinhos de mesa
1767,Tailândia,2021,1334,2529,Vinhos de mesa
1768,Taiwan (Formosa),2021,1313,8153,Vinhos de mesa
1769,Tanzânia,2021,0,0,Vinhos de mesa
1770,"Tcheca, República",2021,456,5988,Vinhos de mesa
1771,Togo,2021,1890,2012,Vinhos de mesa
1772,Toquelau,2021,0,0,Vinhos de mesa
1773,Trinidade Tobago,2021,0,0,Vinhos de mesa
1774,Tunísia,2021,0,0,Vinhos de mesa
1775,Turquia,2021,343,878,Vinhos de mesa
1776,Tuvalu,2021,0,0,Vinhos de mesa
1777,Uruguai,2021,136774,149842,Vinhos de mesa
1778,Vanuatu,2021,0,0,Vinhos de mesa
1779,Venezuela,2021,26415,35944,Vinhos de mesa
1780,Vietnã,2021,0,0,Vinhos de mesa
1781,Afeganistão,2022,0,0,Vinhos de mesa
1782,África do Sul,2022,0,0,Vinhos de mesa
1783,"Alemanha, República Democrática",2022,7630,45367,Vinhos de mesa
1784,Angola,2022,4068,4761,Vinhos de mesa
1785,Anguilla,2022,0,0,Vinhos de mesa
1786,Antígua e Barbuda,2022,419,1866,Vinhos de mesa
1787,Antilhas Holandesas,2022,0,0,Vinhos de mesa
1788,Arábia Saudita,2022,0,0,Vinhos de mesa
1789,Argentina,2022,480,3232,Vinhos de mesa
1790,Aruba,2022,0,0,Vinhos de mesa
1791,Austrália,2022,1424,12299,Vinhos de mesa
1792,Áustria,2022,6,212,Vinhos de mesa
1793,Bahamas,2022,1215,5799,Vinhos de mesa
1794,Bangladesh,2022,7,84,Vinhos de mesa
1795,Barbados,2022,220,1145,Vinhos de mesa
1796,Barein,2022,979,2789,Vinhos de mesa
1797,Bélgica,2022,828,6145,Vinhos de mesa
1798,Belice,2022,0,0,Vinhos de mesa
1799,Benin,2022,0,0,Vinhos de mesa
1800,Bermudas,2022,0,0,Vinhos de mesa
1801,Bolívia,2022,32530,49011,Vinhos de mesa
1802,Bósnia-Herzegovina,2022,0,0,Vinhos de mesa
1803,Brasil,2022,2504,952,Vinhos de mesa
1804,Bulgária,2022,5,31,Vinhos de mesa
1805,Cabo Verde,2022,0,0,Vinhos de mesa
1806,Camarões,2022,0,0,Vinhos de mesa
1807,Canadá,2022,1183,5784,Vinhos de mesa
1808,Catar,2022,0,0,Vinhos de mesa
1809,"Cayman, Ilhas",2022,160,958,Vinhos de mesa
1810,Chile,2022,2094,7986,Vinhos de mesa
1811,China,2022,105395,404647,Vinhos de mesa
1812,Chipre,2022,1521,4458,Vinhos de mesa
1813,Cingapura,2022,0,0,Vinhos de mesa
1814,"Cocos (Keeling), Ilhas",2022,26,60,Vinhos de mesa
1815,Colômbia,2022,8217,14068,Vinhos de mesa
1816,Comores,2022,0,0,Vinhos de mesa
1817,Congo,2022,0,0,Vinhos de mesa
1818,"Coreia, Republica Sul",2022,77,257,Vinhos de mesa
1819,Costa do Marfim,2022,0,0,Vinhos de mesa
1820,Costa Rica,2022,0,0,Vinhos de mesa
1821,Croácia,2022,34,484,Vinhos de mesa
1822,Cuba,2022,16,6,Vinhos de mesa
1823,Curaçao,2022,40673,66950,Vinhos de mesa
1824,Dinamarca,2022,2,6,Vinhos de mesa
1825,Dominica,2022,1485,2223,Vinhos de mesa
1826,El Salvador,2022,0,0,Vinhos de mesa
1827,Emirados Arabes Unidos,2022,4781,85465,Vinhos de mesa
1828,Equador,2022,135,210,Vinhos de mesa
1829,"Eslovaca, Republica",2022,0,0,Vinhos de mesa
1830,Espanha,2022,0,0,Vinhos de mesa
1831,Estados Unidos,2022,220373,447893,Vinhos de mesa
1832,Estônia,2022,0,0,Vinhos de mesa
1833,Filipinas,2022,375,790,Vinhos de mesa
1834,Finlândia,2022,0,0,Vinhos de mesa
1835,França,2022,5694,25008,Vinhos de mesa
1836,Gana,2022,35949,49304,Vinhos de mesa
1837,Gibraltar,2022,0,0,Vinhos de mesa
1838,Granada,2022,5610,7914,Vinhos de mesa
1839,Grécia,2022,920,2426,Vinhos de mesa
1840,Guatemala,2022,1283,5350,Vinhos de mesa
1841,Guiana,2022,2064,5823,Vinhos de mesa
1842,Guiana Francesa,2022,22,18,Vinhos de mesa
1843,Guine Bissau,2022,0,0,Vinhos de mesa
1844,Guine Equatorial,2022,0,0,Vinhos de mesa
1845,Haiti,2022,553503,741014,Vinhos de mesa
1846,Honduras,2022,0,0,Vinhos de mesa
1847,Hong Kong,2022,9371,38218,Vinhos de mesa
1848,Hungria,2022,0,0,Vinhos de mesa
1849,Ilha de Man,2022,165,641,Vinhos de mesa
1850,Ilhas Virgens,2022,0,0,Vinhos de mesa
1851,India,2022,247,1021,Vinhos de mesa
1852,Indonésia,2022,0,0,Vinhos de mesa
1853,Irã,2022,47,90,Vinhos de mesa
1854,Iraque,2022,0,0,Vinhos de mesa
1855,Irlanda,2022,0,0,Vinhos de mesa
1856,Itália,2022,1129,6151,Vinhos de mesa
1857,Jamaica,2022,0,0,Vinhos de mesa
1858,Japão,2022,37324,82208,Vinhos de mesa
1859,Jordânia,2022,0,0,Vinhos de mesa
1860,Letônia,2022,0,0,Vinhos de mesa
1861,Líbano,2022,0,0,Vinhos de mesa
1862,Libéria,2022,9145,34815,Vinhos de mesa
1863,Luxemburgo,2022,36,802,Vinhos de mesa
1864,Macau,2022,0,0,Vinhos de mesa
1865,Malásia,2022,0,0,Vinhos de mesa
1866,Malavi,2022,0,0,Vinhos de mesa
1867,Malta,2022,3127,15587,Vinhos de mesa
1868,"Marshall, Ilhas",2022,7240,27178,Vinhos de mesa
1869,Martinica,2022,0,0,Vinhos de mesa
1870,Mauritânia,2022,0,0,Vinhos de mesa
1871,México,2022,6,33,Vinhos de mesa
1872,Moçambique,2022,383,1927,Vinhos de mesa
1873,Montenegro,2022,0,0,Vinhos de mesa
1874,Namíbia,2022,0,0,Vinhos de mesa
1875,Nicarágua,2022,0,0,Vinhos de mesa
1876,Nigéria,2022,32234,50283,Vinhos de mesa
1877,Noruega,2022,2711,40316,Vinhos de mesa
1878,Nova Caledônia,2022,0,0,Vinhos de mesa
1879,Nova Zelândia,2022,63,156,Vinhos de mesa
1880,Omã,2022,194,670,Vinhos de mesa
1881,Países Baixos,2022,7034,37240,Vinhos de mesa
1882,Palau,2022,0,0,Vinhos de mesa
1883,Panamá,2022,11490,49392,Vinhos de mesa
1884,Paraguai,2022,5076670,7156293,Vinhos de mesa
1885,Peru,2022,0,0,Vinhos de mesa
1886,Pitcairn,2022,0,0,Vinhos de mesa
1887,Polônia,2022,0,0,Vinhos de mesa
1888,Porto Rico,2022,0,0,Vinhos de mesa
1889,Portugal,2022,1918,7613,Vinhos de mesa
1890,Quênia,2022,1440,2080,Vinhos de mesa
1891,Reino Unido,2022,18835,138154,Vinhos de mesa
1892,República Dominicana,2022,0,0,Vinhos de mesa
1893,Rússia,2022,66046,118618,Vinhos de mesa
1894,São Cristóvão e Névis,2022,0,0,Vinhos de mesa
1895,São Tomé e Príncipe,2022,0,0,Vinhos de mesa
1896,São Vicente e Granadinas,2022,20,51,Vinhos de mesa
1897,Senegal,2022,0,0,Vinhos de mesa
1898,Serra Leoa,2022,8101,15182,Vinhos de mesa
1899,Singapura,2022,4322,15434,Vinhos de mesa
1900,Suazilândia,2022,0,0,Vinhos de mesa
1901,Suécia,2022,5,18,Vinhos de mesa
1902,Suíça,2022,1584,20863,Vinhos de mesa
1903,Suriname,2022,1225,3360,Vinhos de mesa
1904,Tailândia,2022,432,1713,Vinhos de mesa
1905,Taiwan (Formosa),2022,25,277,Vinhos de mesa
1906,Tanzânia,2022,0,0,Vinhos de mesa
1907,"Tcheca, República",2022,1305,9997,Vinhos de mesa
1908,Togo,2022,17317,25608,Vinhos de mesa
1909,Toquelau,2022,0,0,Vinhos de mesa
1910,Trinidade Tobago,2022,0,0,Vinhos de mesa
1911,Tunísia,2022,0,0,Vinhos de mesa
1912,Turquia,2022,418,503,Vinhos de mesa
1913,Tuvalu,2022,0,0,Vinhos de mesa
1914,Uruguai,2022,637117,997367,Vinhos de mesa
1915,Vanuatu,2022,0,0,Vinhos de mesa
1916,Venezuela,2022,23220,32351,Vinhos de mesa
1917,Vietnã,2022,130,277,Vinhos de mesa
1918,Afeganistão,2023,0,0,Vinhos de mesa
1919,África do Sul,2023,117,698,Vinhos de mesa
1920,"Alemanha, República Democrática",2023,4806,31853,Vinhos de mesa
1921,Angola,2023,0,0,Vinhos de mesa
1922,Anguilla,2023,0,0,Vinhos de mesa
1923,Antígua e Barbuda,2023,383,1848,Vinhos de mesa
1924,Antilhas Holandesas,2023,0,0,Vinhos de mesa
1925,Arábia Saudita,2023,124,142,Vinhos de mesa
1926,Argentina,2023,4545,36133,Vinhos de mesa
1927,Aruba,2023,0,0,Vinhos de mesa
1928,Austrália,2023,2485,13565,Vinhos de mesa
1929,Áustria,2023,0,0,Vinhos de mesa
1930,Bahamas,2023,1348,7402,Vinhos de mesa
1931,Bangladesh,2023,0,0,Vinhos de mesa
1932,Barbados,2023,58,303,Vinhos de mesa
1933,Barein,2023,283,1684,Vinhos de mesa
1934,Bélgica,2023,95,683,Vinhos de mesa
1935,Belice,2023,0,0,Vinhos de mesa
1936,Benin,2023,0,0,Vinhos de mesa
1937,Bermudas,2023,16,153,Vinhos de mesa
1938,Bolívia,2023,21926,36950,Vinhos de mesa
1939,Bósnia-Herzegovina,2023,0,0,Vinhos de mesa
1940,Brasil,2023,0,0,Vinhos de mesa
1941,Bulgária,2023,0,0,Vinhos de mesa
1942,Cabo Verde,2023,0,0,Vinhos de mesa
1943,Camarões,2023,0,0,Vinhos de mesa
1944,Canadá,2023,11539,42179,Vinhos de mesa
1945,Catar,2023,5,18,Vinhos de mesa
1946,"Cayman, Ilhas",2023,438,2632,Vinhos de mesa
1947,Chile,2023,9,63,Vinhos de mesa
1948,China,2023,73917,183096,Vinhos de mesa
1949,Chipre,2023,524,2995,Vinhos de mesa
1950,Cingapura,2023,0,0,Vinhos de mesa
1951,"Cocos (Keeling), Ilhas",2023,0,0,Vinhos de mesa
1952,Colômbia,2023,450,1259,Vinhos de mesa
1953,Comores,2023,0,0,Vinhos de mesa
1954,Congo,2023,17100,26600,Vinhos de mesa
1955,"Coreia, Republica Sul",2023,25,171,Vinhos de mesa
1956,Costa do Marfim,2023,0,0,Vinhos de mesa
1957,Costa Rica,2023,0,0,Vinhos de mesa
1958,Croácia,2023,0,0,Vinhos de mesa
1959,Cuba,2023,0,0,Vinhos de mesa
1960,Curaçao,2023,25135,40807,Vinhos de mesa
1961,Dinamarca,2023,1734,15261,Vinhos de mesa
1962,Dominica,2023,0,0,Vinhos de mesa
1963,El Salvador,2023,0,0,Vinhos de mesa
1964,Emirados Arabes Unidos,2023,1417,6762,Vinhos de mesa
1965,Equador,2023,2790,4392,Vinhos de mesa
1966,"Eslovaca, Republica",2023,0,0,Vinhos de mesa
1967,Espanha,2023,180,4171,Vinhos de mesa
1968,Estados Unidos,2023,229839,429091,Vinhos de mesa
1969,Estônia,2023,0,0,Vinhos de mesa
1970,Filipinas,2023,94,334,Vinhos de mesa
1971,Finlândia,2023,5,11,Vinhos de mesa
1972,França,2023,2265,14722,Vinhos de mesa
1973,Gana,2023,7237,29473,Vinhos de mesa
1974,Gibraltar,2023,0,0,Vinhos de mesa
1975,Granada,2023,0,0,Vinhos de mesa
1976,Grécia,2023,1294,3214,Vinhos de mesa
1977,Guatemala,2023,2053,3758,Vinhos de mesa
1978,Guiana,2023,33651,88715,Vinhos de mesa
1979,Guiana Francesa,2023,0,0,Vinhos de mesa
1980,Guine Bissau,2023,0,0,Vinhos de mesa
1981,Guine Equatorial,2023,0,0,Vinhos de mesa
1982,Haiti,2023,559645,871661,Vinhos de mesa
1983,Honduras,2023,0,0,Vinhos de mesa
1984,Hong Kong,2023,16255,71025,Vinhos de mesa
1985,Hungria,2023,0,0,Vinhos de mesa
1986,Ilha de Man,2023,1428,4533,Vinhos de mesa
1987,Ilhas Virgens,2023,0,0,Vinhos de mesa
1988,India,2023,60,170,Vinhos de mesa
1989,Indonésia,2023,9,30,Vinhos de mesa
1990,Irã,2023,0,0,Vinhos de mesa
1991,Iraque,2023,0,0,Vinhos de mesa
1992,Irlanda,2023,150,377,Vinhos de mesa
1993,Itália,2023,2922,27665,Vinhos de mesa
1994,Jamaica,2023,0,0,Vinhos de mesa
1995,Japão,2023,22942,57780,Vinhos de mesa
1996,Jordânia,2023,0,0,Vinhos de mesa
1997,Letônia,2023,8,8,Vinhos de mesa
1998,Líbano,2023,0,0,Vinhos de mesa
1999,Libéria,2023,39784,42463,Vinhos de mesa
2000,Luxemburgo,2023,581,7048,Vinhos de mesa
2001,Macau,2023,7,6,Vinhos de mesa
2002,Malásia,2023,0,0,Vinhos de mesa
2003,Malavi,2023,3660,6252,Vinhos de mesa
2004,Malta,2023,6561,24199,Vinhos de mesa
2005,"Marshall, Ilhas",2023,7417,31691,Vinhos de mesa
2006,Martinica,2023,9,31,Vinhos de mesa
2007,Mauritânia,2023,0,0,Vinhos de mesa
2008,México,2023,3,19,Vinhos de mesa
2009,Moçambique,2023,0,0,Vinhos de mesa
2010,Montenegro,2023,0,0,Vinhos de mesa
2011,Namíbia,2023,0,0,Vinhos de mesa
2012,Nicarágua,2023,0,0,Vinhos de mesa
2013,Nigéria,2023,10800,16464,Vinhos de mesa
2014,Noruega,2023,861,4243,Vinhos de mesa
2015,Nova Caledônia,2023,0,0,Vinhos de mesa
2016,Nova Zelândia,2023,338,7177,Vinhos de mesa
2017,Omã,2023,0,0,Vinhos de mesa
2018,Países Baixos,2023,2244,4958,Vinhos de mesa
2019,Palau,2023,45,143,Vinhos de mesa
2020,Panamá,2023,14785,68173,Vinhos de mesa
2021,Paraguai,2023,3780378,5517263,Vinhos de mesa
2022,Peru,2023,47277,84282,Vinhos de mesa
2023,Pitcairn,2023,11,22,Vinhos de mesa
2024,Polônia,2023,298,590,Vinhos de mesa
2025,Porto Rico,2023,0,0,Vinhos de mesa
2026,Portugal,2023,13742,46311,Vinhos de mesa
2027,Quênia,2023,0,0,Vinhos de mesa
2028,Reino Unido,2023,11326,84547,Vinhos de mesa
2029,República Dominicana,2023,0,0,Vinhos de mesa
2030,Rússia,2023,0,0,Vinhos de mesa
2031,São Cristóvão e Névis,2023,16,31,Vinhos de mesa
2032,São Tomé e Príncipe,2023,0,0,Vinhos de mesa
2033,São Vicente e Granadinas,2023,39,139,Vinhos de mesa
2034,Senegal,2023,0,0,Vinhos de mesa
2035,Serra Leoa,2023,23200,38548,Vinhos de mesa
2036,Singapura,2023,3941,19781,Vinhos de mesa
2037,Suazilândia,2023,0,0,Vinhos de mesa
2038,Suécia,2023,0,0,Vinhos de mesa
2039,Suíça,2023,2500,28763,Vinhos de mesa
2040,Suriname,2023,3105,5235,Vinhos de mesa
2041,Tailândia,2023,189,1387,Vinhos de mesa
2042,Taiwan (Formosa),2023,4208,19998,Vinhos de mesa
2043,Tanzânia,2023,0,0,Vinhos de mesa
2044,"Tcheca, República",2023,405,3348,Vinhos de mesa
2045,Togo,2023,14550,25235,Vinhos de mesa
2046,Toquelau,2023,3,10,Vinhos de mesa
2047,Trinidade Tobago,2023,0,0,Vinhos de mesa
2048,Tunísia,2023,0,0,Vinhos de mesa
2049,Turquia,2023,28104,95421,Vinhos de mesa
2050,Tuvalu,2023,0,0,Vinhos de mesa
2051,Uruguai,2023,326093,454271,Vinhos de mesa
2052,Vanuatu,2023,0,0,Vinhos de mesa
2053,Venezuela,2023,141030,220512,Vinhos de mesa
2054,Vietnã,2023,72,128,Vinhos de mesa
